path,classification,canonical_source_or_build_owner,audience,source_sha_or_evidence,status,finding_or_action,verification_command,publication_destination
public/wiki/tags/role-briefs.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/routing.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/runbook.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/security.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/slide-script.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/soc2.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/source-of-truth.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/source.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/speed-to-revenue.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/squire-technology.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/squire.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/start-here.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/strategic-acquisition.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/strategic.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/strategy.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/structural.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/stt-transcript.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/style-guide.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/suiteapp.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/suitecentral.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/sync-error-assist.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/synccentral.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/synthesis.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/talking-points.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/target-customer.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/technical-guides.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/technical-proof.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/tenant-isolation.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/the-ask.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/tier2.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/tier3.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/trust.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/tutorials.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/v3.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/value-first.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/value-proposition.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/tags/video-content.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
